Year,Award,Name 1,Name 2,Won
1967,"Best Short Subject, Cartoons",Carlos Marchiori,The Drag,0
1967,"Best Short Subject, Cartoons",,The Pink Blueprint,0
1967,Best Original Music Score,John Barry,Born Free,1
1967,Best Original Music Score,Toshiro Mayuzumi,The Bible: In the Beginning...,0
1967,Best Original Music Score,Elmer Bernstein,Hawaii,0
1967,Best Original Music Score,Jerry Goldsmith,The Sand Pebbles,0
1967,Best Original Music Score,Alex North,Who's Afraid of Virginia Woolf?,0
1967,Best Scoring of Music  – Adaptation or Treatment,Ken Thorne,A Funny Thing Happened on the Way to the Forum,1
1967,Best Scoring of Music  – Adaptation or Treatment,Luis Bacalov,The Gospel According to St. Matthew,0
1967,Best Scoring of Music  – Adaptation or Treatment,Elmer Bernstein,Return of the Seven,0
1967,Best Scoring of Music  – Adaptation or Treatment,Harry Sukman,The Singing Nun,0
1967,Best Scoring of Music  – Adaptation or Treatment,Al Ham,Stop the World   – I Want to Get Off,0
1967,Best Song,,Born Free,1
1967,Best Song,,Alfie,0
1967,Best Song,,Georgy Girl,0
1967,Best Song,,,0
1967,Best Song,,,0
1967,Best Sound Effects,Gordon Daniel,Grand Prix,1
1967,Best Sound Effects,Walter Rossi,Fantastic Voyage,0
1967,Best Sound,Franklin Milton,Grand Prix,1
1967,Best Sound,Waldon O. Watson,Gambit,0
1967,Best Sound,Gordon E. Sawyer,Hawaii,0
1967,Best Sound,James Corcoran,The Sand Pebbles,0
1967,Best Sound,George Groves,Who's Afraid of Virginia Woolf?,0
1967,"Best Art Direction, Black-and-White",Art Direction:,Who's Afraid of Virginia Woolf?,1
1967,"Best Art Direction, Black-and-White",Art Direction:,The Fortune Cookie,0
1967,"Best Art Direction, Black-and-White",,The Gospel According to St. Matthew,0
1967,"Best Art Direction, Black-and-White",Art Direction:,Is Paris Burning?,0
1967,"Best Art Direction, Black-and-White",Art Direction:,Mister Buddwing,0
1967,"Best Art Direction, Color",Art Direction:,Fantastic Voyage,1
1967,"Best Art Direction, Color",Art Direction:,Gambit,0
1967,"Best Art Direction, Color",,Juliet of the Spirits,0
1967,"Best Art Direction, Color",Art Direction:,The Oscar,0
1967,"Best Art Direction, Color",Art Direction:,The Sand Pebbles,0
1967,"Best Cinematography, Black-and-White",Haskell Wexler,Who's Afraid of Virginia Woolf?,1
1967,"Best Cinematography, Black-and-White",Joseph LaShelle,The Fortune Cookie,0
1967,"Best Cinematography, Black-and-White",Kenneth Higgins,Georgy Girl,0
1967,"Best Cinematography, Black-and-White",Marcel Grignon,Is Paris Burning?,0
1967,"Best Cinematography, Black-and-White",James Wong Howe,Seconds,0
1967,"Best Cinematography, Color",Ted Moore,A Man for All Seasons,1
1967,"Best Cinematography, Color",Ernest Laszlo,Fantastic Voyage,0
1967,"Best Cinematography, Color",Russell Harlan,Hawaii,0
1967,"Best Cinematography, Color",Conrad Hall,The Professionals,0
1967,"Best Cinematography, Color",Joseph MacDonald,The Sand Pebbles,0
1967,"Best Costume Design, Black-and-White",Irene Sharaff,Who's Afraid of Virginia Woolf?,1
1967,"Best Costume Design, Black-and-White",Danilo Donati,The Gospel According to St. Matthew,0
1967,"Best Costume Design, Black-and-White",Danilo Donati,Mandragola,0
1967,"Best Costume Design, Black-and-White",Helen Rose,Mister Buddwing,0
1967,"Best Costume Design, Black-and-White",Jocelyn Rickards,Morgan!,0
1967,"Best Costume Design, Color",,A Man for All Seasons,1
1967,"Best Costume Design, Color",Jean Louis,Gambit,0
1967,"Best Costume Design, Color",Dorothy Jeakins,Hawaii,0
1967,"Best Costume Design, Color",Piero Gherardi,Juliet of the Spirits,0
1967,"Best Costume Design, Color",Edith Head,The Oscar,0
1967,Best Film Editing,Fredric Steinkamp,Grand Prix,1
1967,Best Film Editing,William B. Murphy,Fantastic Voyage,0
1967,Best Film Editing,,"The Russians Are Coming, the Russians Are Coming",0
1967,Best Film Editing,William H. Reynolds,The Sand Pebbles,0
1967,Best Film Editing,Sam O'Steen,Who's Afraid of Virginia Woolf?,0
1967,Best Special Visual Effects,Art Cruickshank,Fantastic Voyage,1
1967,Best Special Visual Effects,Linwood G. Dunn,Hawaii,0
1985,Best Picture,Saul Zaentz,Amadeus,1
1985,Best Picture,David Puttnam,The Killing Fields,0
1985,Best Picture,,A Passage to India,0
1985,Best Picture,"Arlene Donovan, producer",Places in the Heart,0
1985,Best Picture,,A Soldier's Story,0
1985,Best Director,Amadeus,Miloš Forman,1
1985,Best Director,Broadway Danny Rose,Woody Allen,0
1985,Best Director,The Killing Fields,,0
1985,Best Director,A Passage to India,David Lean,0
1985,Best Director,Places in the Heart,Robert Benton,0
1985,Best Actor,Amadeus,F. Murray Abraham,1
1985,Best Actor,Starman,Jeff Bridges,0
1985,Best Actor,Under the Volcano,Albert Finney,0
1985,Best Actor,Amadeus,Tom Hulce,0
1985,Best Actor,The Killing Fields,Sam Waterston,0
1985,Best Actress,Places in the Heart,Sally Field,1
1985,Best Actress,A Passage to India,Judy Davis,0
1985,Best Actress,Country,Jessica Lange,0
1985,Best Actress,The Bostonians,Vanessa Redgrave,0
1985,Best Actress,The River,Sissy Spacek,0
1985,Best Supporting Actor,The Killing Fields,Haing S. Ngor,1
1985,Best Supporting Actor,A Soldier's Story,Adolph Caesar,0
1985,Best Supporting Actor,Places in the Heart,John Malkovich,0
1985,Best Supporting Actor,The Karate Kid,Pat Morita,0
1985,Best Supporting Actor,"Greystoke: The Legend of Tarzan, Lord of the Apes",Ralph Richardson,0
1985,Best Supporting Actress,A Passage to India,Peggy Ashcroft,1
1985,Best Supporting Actress,The Natural,Glenn Close,0
1985,Best Supporting Actress,Places in the Heart,Lindsay Crouse,0
1985,Best Supporting Actress,Swing Shift,Christine Lahti,0
1985,Best Supporting Actress,The Pope of Greenwich Village,Geraldine Page,0
1985,Best Screenplay Written Directly for the Screen,Robert Benton,Places in the Heart,1
1985,Best Screenplay Written Directly for the Screen,Daniel Petrie Jr.,Beverly Hills Cop,0
1985,Best Screenplay Written Directly for the Screen,Woody Allen,Broadway Danny Rose,0
1985,Best Screenplay Written Directly for the Screen,,The North,0
1985,Best Screenplay Written Directly for the Screen,,Splash,0
1985,Best Screenplay Based on Material from Another Medium,Peter Shaffer,Amadeus,1
1985,Best Screenplay Based on Material from Another Medium,,"Greystoke: The Legend of Tarzan, Lord of the Apes",0
1985,Best Screenplay Based on Material from Another Medium,Bruce Robinson,The Killing Fields,0
1985,Best Screenplay Based on Material from Another Medium,David Lean,A Passage to India,0
1985,Best Screenplay Based on Material from Another Medium,Charles Fuller,A Soldier's Story,0
1985,Best Foreign Language Film,(,Dangerous Moves,1
1985,Best Foreign Language Film,(,Beyond the Walls,0
1985,Best Foreign Language Film,(,Camila,0
1985,Best Foreign Language Film,(,Double Feature,0
1985,Best Foreign Language Film,(,Wartime Romance,0
1985,Best Documentary Feature,,The Times of Harvey Milk,1
1985,Best Documentary Feature,,High Schools,0
1985,Best Documentary Feature,,In the Name of the People,0
1985,Best Documentary Feature,,Marlene,0
1985,Best Documentary Feature,Cheryl McCall,Streetwise,0
1985,Best Documentary Short Subject,,The Stone Carvers,1
1985,Best Documentary Short Subject,,The Children of Soong Ching Ling,0
1985,Best Documentary Short Subject,,Code Gray: Ethical Dilemmas in Nursing,0
1985,Best Documentary Short Subject,,The Garden of Eden,0
1985,Best Documentary Short Subject,Irina Kalinina,Recollections of Pavlovsk,0
1985,Best Live Action Short Film,Mike Hoover,Up,1
1985,Best Live Action Short Film,,The Painted Door,0
1985,Best Live Action Short Film,,Tales of Meeting and Parting,0
1985,Best Animated Short Film,Jon Minnis,Charade,1
1985,Best Animated Short Film,,Doctor DeSoto,0
1985,Best Animated Short Film,Ishu Patel,Paradise,0
1985,Best Original Score,Maurice Jarre,A Passage to India,1
1985,Best Original Score,John Williams,Indiana Jones and the Temple of Doom,0
1985,Best Original Score,Randy Newman,The Natural,0
1985,Best Original Score,John Williams,The River,0
1985,Best Original Score,Alex North,Under the Volcano,0
1985,Best Original Song Score,Prince,Purple Rain,1
1985,Best Original Song Score,Jeff Moss,The Muppets Take Manhattan,0
1985,Best Original Song Score,Kris Kristofferson,Songwriter,0
1985,Best Original Song,,The Woman in Red,1
1985,Best Original Song,,Against All Odds,0
1985,Best Original Song,,Footloose,0
1985,Best Original Song,,Footloose,0
1985,Best Original Song,,Ghostbusters,0
1985,Best Sound,,Amadeus,1
1985,Best Sound,,2010,0
1985,Best Sound,,Dune,0
1985,Best Sound,,A Passage to India,0
1985,Best Sound,,The River,0
1985,Best Art Direction,Art Direction:,Amadeus,1
1985,Best Art Direction,Art Direction:,2010,0
1985,Best Art Direction,Art Direction:,The Cotton Club,0
1985,Best Art Direction,Art Direction:,The Natural,0
1985,Best Art Direction,Art Direction:,A Passage to India,0
1985,Best Cinematography,Chris Menges,The Killing Fields,1
1985,Best Cinematography,Miroslav Ondříček,Amadeus,0
1985,Best Cinematography,Caleb Deschanel,The Natural,0
1985,Best Cinematography,Ernest Day,A Passage to India,0
1985,Best Cinematography,Vilmos Zsigmond,The River,0
1985,Best Makeup,,Amadeus,1
1985,Best Makeup,Michael Westmore,2010,0
1985,Best Makeup,,"Greystoke: The Legend of Tarzan, Lord of the Apes",0
1985,Best Costume Design,Theodor Pištěk,Amadeus,1
1985,Best Costume Design,Patricia Norris,2010,0
1985,Best Costume Design,,The Bostonians,0
1985,Best Costume Design,Judy Moorcroft,A Passage to India,0
1985,Best Costume Design,Ann Roth,Places in the Heart,0
1985,Best Film Editing,Jim Clark,The Killing Fields,1
1985,Best Film Editing,,Amadeus,0
1985,Best Film Editing,,The Cotton Club,0
1985,Best Film Editing,David Lean,A Passage to India,0
1985,Best Film Editing,,Romancing the Stone,0
1985,Best Visual Effects,,Indiana Jones and the Temple of Doom,1
1985,Best Visual Effects,,2010,0
1985,Best Visual Effects,,Ghostbusters,0
1943,Outstanding Motion Picture,Sidney Franklin,Mrs. Miniver,1
1943,Outstanding Motion Picture,Michael Powell,49th Parallel,0
1943,Outstanding Motion Picture,Hal B. Wallis,Kings Row,0
1943,Outstanding Motion Picture,Orson Welles,The Magnificent Ambersons,0
1943,Outstanding Motion Picture,Nunnally Johnson,The Pied Piper,0
1943,Outstanding Motion Picture,Samuel Goldwyn,The Pride of the Yankees,0
1943,Outstanding Motion Picture,Sidney Franklin,Random Harvest,0
1943,Outstanding Motion Picture,George Stevens,The Talk of the Town,0
1943,Outstanding Motion Picture,Joseph Sistrom for,Wake Island,0
1943,Outstanding Motion Picture,,Yankee Doodle Dandy,0
1943,Best Director,Mrs. Miniver,William Wyler,1
1943,Best Director,Kings Row,Sam Wood,0
1943,Best Director,Random Harvest,Mervyn LeRoy,0
1943,Best Director,Wake Island,John Farrow,0
1943,Best Director,Yankee Doodle Dandy,Michael Curtiz,0
1943,Best Actor,Yankee Doodle Dandy,James Cagney,1
1943,Best Actor,Random Harvest,Ronald Colman,0
1943,Best Actor,The Pride of the Yankees,Gary Cooper,0
1943,Best Actor,Mrs. Miniver,Walter Pidgeon,0
1943,Best Actor,The Pied Piper,Monty Woolley,0
1943,Best Actress,Mrs. Miniver,Greer Garson,1
1943,Best Actress,"Now, Voyager",Bette Davis,0
1943,Best Actress,Woman of the Year,Katharine Hepburn,0
1943,Best Actress,My Sister Eileen,Rosalind Russell,0
1943,Best Actress,The Pride of the Yankees,Teresa Wright,0
1943,Best Supporting Actor,Johnny Eager,Van Heflin,1
1943,Best Supporting Actor,Wake Island,William Bendix,0
1943,Best Supporting Actor,Yankee Doodle Dandy,Walter Huston,0
1943,Best Supporting Actor,Tortilla Flat,Frank Morgan,0
1943,Best Supporting Actor,Mrs. Miniver,Henry Travers,0
1943,Best Supporting Actress,Mrs. Miniver,Teresa Wright,1
1943,Best Supporting Actress,"Now, Voyager",Gladys Cooper,0
1943,Best Supporting Actress,The Magnificent Ambersons,Agnes Moorehead,0
1943,Best Supporting Actress,Random Harvest,Susan Peters,0
1943,Best Supporting Actress,May Whitty,Dame,0
1943,Best Original Screenplay,,Woman of the Year,1
1943,Best Original Screenplay,,One of Our Aircraft Is Missing,0
1943,Best Original Screenplay,,Road to Morocco,0
1943,Best Original Screenplay,,Wake Island,0
1943,Best Original Screenplay,George Oppenheimer,The War Against Mrs. Hadley,0
1943,Best Screenplay,,Mrs. Miniver,1
1943,Best Screenplay,,49th Parallel,0
1943,Best Screenplay,,The Pride of the Yankees,0
1943,Best Screenplay,,Random Harvest,0
1943,Best Screenplay,,The Talk of the Town,0
1943,Best Original Motion Picture Story,Emeric Pressburger,49th Parallel,1
1943,Best Original Motion Picture Story,Irving Berlin,Holiday Inn,0
1943,Best Original Motion Picture Story,Paul Gallico,The Pride of the Yankees,0
1943,Best Original Motion Picture Story,Sidney Harmon,The Talk of the Town,0
1943,Best Original Motion Picture Story,Robert Buckner,Yankee Doodle Dandy,0
1943,Best Documentary,United States Navy,The Battle of Midway,1
1943,Best Documentary,,Kokoda Front Line!,1
1943,Best Documentary,Artkino,Moscow Strikes Back,1
1943,Best Documentary,United States Army,Prelude to War,1
1943,Best Documentary,The March of Time,"Africa, Prelude to Victory",0
1943,Best Documentary,United States Army Signal Corps,Combat Report,0
1943,Best Documentary,Frederic Ullman Jr.,Conquer by the Clock,0
1943,Best Documentary,Walt Disney,The Grain That Built a Hemisphere,0
1943,Best Documentary,United States Department of Agriculture,"Henry Browne, Farmer",0
1943,Best Documentary,National Film Board of Canada,High Over the Borders,0
1943,Best Documentary,The Netherlands Information Bureau,High Stakes in the East,0
1943,Best Documentary,National Film Board of Canada,Inside Fighting China,0
1943,Best Documentary,United States Office of War Information,It's Everybody's War,0
1943,Best Documentary,British Ministry of Information,Listen to Britain,0
1943,Best Documentary,Belgian Ministry of Information,Little Belgium,0
1943,Best Documentary,,Little Isles of Freedom,0
1943,Best Documentary,United States Office of War Information,Mr. Blabbermouth!,0
1943,Best Documentary,United States Office of War Information,Mr. Gardenia Jones,0
1943,Best Documentary,Walt Disney,The New Spirit,0
1943,Best Documentary,William H. Pine,The Price of Victory,0
1943,Best Documentary,United States Merchant Marine,A Ship Is Born,0
1943,Best Documentary,British Ministry of Information,Twenty-One Miles,0
1943,Best Documentary,William C. Thomas,We Refuse to Die,0
1943,Best Documentary,Concanen Films,White Eagle,0
1943,Best Documentary,United States Army Air Force,Winning Your Wings,0
1943,"Best Live Action Short Subject, One-Reel",Paramount,Speaking of Animals and Their Families,1
1943,"Best Live Action Short Subject, One-Reel",20th Century Fox,Desert Wonderland,0
1943,"Best Live Action Short Subject, One-Reel",Pete Smith,Marines in the Making,0
1943,"Best Live Action Short Subject, One-Reel",Warner Bros.,United States Marine Band,0
1943,"Best Live Action Short Subject, Two-Reel",Warner Bros.,Beyond the Line of Duty,1
1943,"Best Live Action Short Subject, Two-Reel",Metro-Goldwyn-Mayer,Don't Talk,0
1943,"Best Live Action Short Subject, Two-Reel",RKO Radio,Private Smith of the U.S.A.,0
1943,Best Short Subjects  – Cartoons,Walt Disney,Der Fuehrer's Face,1
1943,Best Short Subjects  – Cartoons,Paul Terry,All Out for V,0
1943,Best Short Subjects  – Cartoons,Fred Quimby,Blitz Wolf,0
1943,Best Short Subjects  – Cartoons,Walter Lantz,Juke Box Jamboree,0
1943,Best Short Subjects  – Cartoons,Leon Schlesinger,Pigs in a Polka,0
1943,Best Short Subjects  – Cartoons,George Pal,Tulips Shall Grow,0
1943,Best Scoring of a Dramatic or Comedy Picture,Max Steiner,"Now, Voyager",1
1943,Best Scoring of a Dramatic or Comedy Picture,Frank Skinner,Arabian Nights,0
1943,Best Scoring of a Dramatic or Comedy Picture,Frank Churchill,Bambi,0
1943,Best Scoring of a Dramatic or Comedy Picture,Alfred Newman,The Black Swan,0
1943,Best Scoring of a Dramatic or Comedy Picture,Dimitri Tiomkin,The Corsican Brothers,0
1943,Best Scoring of a Dramatic or Comedy Picture,Victor Young,Flying Tigers,0
1943,Best Scoring of a Dramatic or Comedy Picture,Max Terr,The Gold Rush,0
1943,Best Scoring of a Dramatic or Comedy Picture,Roy Webb,I Married a Witch,0
1943,Best Scoring of a Dramatic or Comedy Picture,Roy Webb,Joan of Paris,0
1943,Best Scoring of a Dramatic or Comedy Picture,Miklós Rózsa,Jungle Book,0
1943,Best Scoring of a Dramatic or Comedy Picture,Edward J. Kay,Klondike Fury,0
1943,Best Scoring of a Dramatic or Comedy Picture,Leigh Harline,The Pride of the Yankees,0
1943,Best Scoring of a Dramatic or Comedy Picture,Herbert Stothart,Random Harvest,0
1943,Best Scoring of a Dramatic or Comedy Picture,Richard Hageman,The Shanghai Gesture,0
1943,Best Scoring of a Dramatic or Comedy Picture,Victor Young,Silver Queen,0
1943,Best Scoring of a Dramatic or Comedy Picture,Victor Young,"Take a Letter, Darling",0
1943,Best Scoring of a Dramatic or Comedy Picture,,The Talk of the Town,0
1943,Best Scoring of a Dramatic or Comedy Picture,Werner R. Heymann,To Be or Not to Be,0
1943,Best Scoring of a Musical Picture,,Yankee Doodle Dandy,1
1943,Best Scoring of a Musical Picture,Edward Ward,Flying with Music,0
1943,Best Scoring of a Musical Picture,,For Me and My Gal,0
1943,Best Scoring of a Musical Picture,Robert E. Dolan,Holiday Inn,0
1943,Best Scoring of a Musical Picture,,It Started with Eve,0
1943,Best Scoring of a Musical Picture,Walter Scharf,Johnny Doughboy,0
1943,Best Scoring of a Musical Picture,-,My Gal Sal,0
1943,Best Scoring of a Musical Picture,Leigh Harline,You Were Never Lovelier,0
1943,Best Original Song,,Holiday Inn,1
1943,Best Original Song,Always in My Heart,"""Always in My Heart"" from",0
1943,Best Original Song,You Were Never Lovelier,"""Dearly Beloved"" from",0
1943,Best Original Song,,Babes on Broadway,0
1943,Best Original Song,,Orchestra Wives,0
1943,Best Original Song,,Youth on Parade,0
1943,Best Original Song,Bambi,"""Love Is a Song"" from",0
1943,Best Original Song,Flying with Music,"""Pennies for Peppino"" from",0
1943,Best Original Song,Hellzapoppin',"""Pig Foot Pete"" from",0
1943,Best Original Song,The Mayor of 44th Street,"""There's a Breeze on Lake Louise"" from",0
1943,Best Sound Recording,Nathan Levinson,Yankee Doodle Dandy,1
1943,Best Sound Recording,Bernard B. Brown,Arabian Nights,0
1943,Best Sound Recording,Sam Slyfield,Bambi,0
1943,Best Sound Recording,Daniel J. Bloomberg,Flying Tigers,0
1943,Best Sound Recording,Jack Whitney,Friendly Enemies,0
1943,Best Sound Recording,James L. Fields,The Gold Rush,0
1943,Best Sound Recording,Douglas Shearer,Mrs. Miniver,0
1943,Best Sound Recording,Stephen Dunn,Once Upon a Honeymoon,0
1943,Best Sound Recording,Thomas T. Moulton,The Pride of the Yankees,0
1943,Best Sound Recording,Loren L. Ryder,Road to Morocco,0
1943,Best Sound Recording,E. H. Hansen,This Above All,0
1943,Best Sound Recording,John P. Livadary,You Were Never Lovelier,0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,This Above All,1
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,George Washington Slept Here,0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,The Magnificent Ambersons,0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,The Pride of the Yankees,0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,Random Harvest,0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",,The Shanghai Gesture,0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,Silver Queen,0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,The Spoilers,0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,"Take a Letter, Darling",0
1943,"Best Art Direction  – Interior Decoration, Black-and-White",Art Direction:,The Talk of the Town,0
1943,"Best Art Direction  – Interior Decoration, Color",Art Direction:,My Gal Sal,1
1943,"Best Art Direction  – Interior Decoration, Color",Art Direction:,Arabian Nights,0
1943,"Best Art Direction  – Interior Decoration, Color",Art Direction:,Captains of the Clouds,0
1943,"Best Art Direction  – Interior Decoration, Color",Art Direction:,Jungle Book,0
1943,"Best Art Direction  – Interior Decoration, Color",Art Direction:,Reap the Wild Wind,0
1943,"Best Cinematography, Black-and-White",Joseph Ruttenberg,Mrs. Miniver,1
1943,"Best Cinematography, Black-and-White",James Wong Howe,Kings Row,0
1943,"Best Cinematography, Black-and-White",Stanley Cortez,The Magnificent Ambersons,0
1943,"Best Cinematography, Black-and-White",Charles G. Clarke,Moontide,0
1943,"Best Cinematography, Black-and-White",Edward Cronjager,The Pied Piper,0
1943,"Best Cinematography, Black-and-White",Rudolph Maté,The Pride of the Yankees,0
1943,"Best Cinematography, Black-and-White",John J. Mescall,"Take a Letter, Darling",0
1943,"Best Cinematography, Black-and-White",Ted Tetzlaff,The Talk of the Town,0
1943,"Best Cinematography, Black-and-White",Leon Shamroy,Ten Gentlemen from West Point,0
1943,"Best Cinematography, Black-and-White",Arthur C. Miller,This Above All,0
1943,"Best Cinematography, Color",Leon Shamroy,The Black Swan,1
1943,"Best Cinematography, Color",,Arabian Nights,0
1943,"Best Cinematography, Color",Sol Polito,Captains of the Clouds,0
1943,"Best Cinematography, Color",W. Howard Greene,Jungle Book,0
1943,"Best Cinematography, Color",,Reap the Wild Wind,0
1943,"Best Cinematography, Color",,To the Shores of Tripoli,0
1943,Best Film Editing,Daniel Mandell,The Pride of the Yankees,1
1943,Best Film Editing,Harold F. Kress,Mrs. Miniver,0
1943,Best Film Editing,Otto Meyer,The Talk of the Town,0
1943,Best Film Editing,Walter A. Thompson,This Above All,0
1943,Best Film Editing,George Amy,Yankee Doodle Dandy,0
1943,Best Special Effects,Photographic Effects:,Reap the Wild Wind,1
1943,Best Special Effects,Photographic Effects:,The Black Swan,0
1943,Best Special Effects,Photographic Effects:,Desperate Journey,0
1943,Best Special Effects,Photographic Effects:,Flying Tigers,0
1943,Best Special Effects,Photographic Effects:,Invisible Agent,0
1943,Best Special Effects,Photographic Effects:,Jungle Book,0
1943,Best Special Effects,Photographic Effects:,Mrs. Miniver,0
1943,Best Special Effects,Photographic Effects:,The Navy Comes Through,0
1943,Best Special Effects,Photographic Effects:,One of Our Aircraft Is Missing,0
1943,Best Special Effects,Photographic Effects:,The Pride of the Yankees,0
1995,Best Picture,,Forrest Gump,1
1995,Best Picture,Duncan Kenworthy,Four Weddings and a Funeral,0
1995,Best Picture,Lawrence Bender,Pulp Fiction,0
1995,Best Picture,,Quiz Show,0
1995,Best Picture,Niki Marvin,The Shawshank Redemption,0
1995,Best Director,Forrest Gump,Robert Zemeckis,1
1995,Best Director,Bullets Over Broadway,Woody Allen,0
1995,Best Director,Pulp Fiction,Quentin Tarantino,0
1995,Best Director,Quiz Show,Robert Redford,0
1995,Best Director,Three Colors: Red,Krzysztof Kieślowski,0
1995,Best Actor,Forrest Gump,Tom Hanks,1
1995,Best Actor,The Shawshank Redemption,Morgan Freeman,0
1995,Best Actor,The Madness of King George,Nigel Hawthorne,0
1995,Best Actor,Nobody's Fool,Paul Newman,0
1995,Best Actor,Pulp Fiction,John Travolta,0
1995,Best Actress,Blue Sky,Jessica Lange,1
1995,Best Actress,Nell,Jodie Foster,0
1995,Best Actress,Tom & Viv,,0
1995,Best Actress,Little Women,Winona Ryder,0
1995,Best Actress,The Client,,0
1995,Best Supporting Actor,Ed Wood,,1
1995,Best Supporting Actor,Pulp Fiction,Samuel L. Jackson,0
1995,Best Supporting Actor,Bullets Over Broadway,Chazz Palminteri,0
1995,Best Supporting Actor,Quiz Show,Paul Scofield,0
1995,Best Supporting Actor,Forrest Gump,Gary Sinise,0
1995,Best Supporting Actress,Bullets Over Broadway,Dianne Wiest,1
1995,Best Supporting Actress,Tom & Viv,Rosemary Harris,0
1995,Best Supporting Actress,The Madness of King George,Helen Mirren,0
1995,Best Supporting Actress,Pulp Fiction,Uma Thurman,0
1995,Best Supporting Actress,Bullets Over Broadway,Jennifer Tilly,0
1995,Best Screenplay Written Directly for the Screen,Quentin Tarantino,Pulp Fiction,1
1995,Best Screenplay Written Directly for the Screen,,Bullets Over Broadway,0
1995,Best Screenplay Written Directly for the Screen,Richard Curtis,Four Weddings and a Funeral,0
1995,Best Screenplay Written Directly for the Screen,,Heavenly Creatures,0
1995,Best Screenplay Written Directly for the Screen,,Red,0
1995,Best Screenplay Based on Material Previously Produced or Published,Eric Roth,Forrest Gump,1
1995,Best Screenplay Based on Material Previously Produced or Published,Alan Bennett,The Madness of King George,0
1995,Best Screenplay Based on Material Previously Produced or Published,Robert Benton,Nobody's Fool,0
1995,Best Screenplay Based on Material Previously Produced or Published,Paul Attanasio,Quiz Show,0
1995,Best Screenplay Based on Material Previously Produced or Published,Frank Darabont,The Shawshank Redemption,0
1995,Best Foreign Language Film,(,Burnt by the Sun,1
1995,Best Foreign Language Film,(,Before the Rain,0
1995,Best Foreign Language Film,(,Eat Drink Man Woman,0
1995,Best Foreign Language Film,(,Farinelli: Il Castrato,0
1995,Best Foreign Language Film,(,Strawberry and Chocolate,0
1995,Best Documentary Feature,,Maya Lin: A Strong Clear Vision,1
1995,Best Documentary Feature,Deborah Hoffmann,Complaints of a Dutiful Daughter,0
1995,Best Documentary Feature,Charles Guggenheim,D-Day Remembered,0
1995,Best Documentary Feature,,Freedom on My Mind,0
1995,Best Documentary Feature,Jean Bach,A Great Day in Harlem,0
1995,Best Documentary Short Subject,Charles Guggenheim,A Time for Justice,1
1995,Best Documentary Short Subject,Marcel Łoziński,89mm from Europe,0
1995,Best Documentary Short Subject,,Blues Highway,0
1995,Best Documentary Short Subject,Robert Richter,School of the Americas Assassins,0
1995,Best Documentary Short Subject,,Straight from the Heart,0
1995,Best Live Action Short Film,,Franz Kafka's It's a Wonderful Life,1
1995,Best Live Action Short Film,,Trevor,1
1995,Best Live Action Short Film,,Kangaroo Court,0
1995,Best Live Action Short Film,,On Hope,0
1995,Best Live Action Short Film,,Syrup,0
1995,Best Animated Short Film,,Bob's Birthday,1
1995,Best Animated Short Film,,The Big Story,0
1995,Best Animated Short Film,Vanessa Schwartz,The Janitor,0
1995,Best Animated Short Film,Michaël Dudok de Wit,The Monk and the Fish,0
1995,Best Animated Short Film,Erica Russell,Triangle,0
1995,Best Original Score,Hans Zimmer,The Lion King,1
1995,Best Original Score,Alan Silvestri,Forrest Gump,0
1995,Best Original Score,Elliot Goldenthal,Interview with the Vampire,0
1995,Best Original Score,Thomas Newman,Little Women,0
1995,Best Original Score,Thomas Newman,The Shawshank Redemption,0
1995,Best Original Song,,The Lion King,1
1995,Best Original Song,,The Lion King,0
1995,Best Original Song,,The Lion King,0
1995,Best Original Song,Junior,"""Look What Love Has Done"" from",0
1995,Best Original Song,The Paper,"""Make Up Your Mind"" from",0
1995,Best Sound Effects Editing,Stephen Hunter Flick,Speed,1
1995,Best Sound Effects Editing,,Clear and Present Danger,0
1995,Best Sound Effects Editing,,Forrest Gump,0
1995,Best Sound,,Speed,1
1995,Best Sound,,Clear and Present Danger,0
1995,Best Sound,,Forrest Gump,0
1995,Best Sound,,Legends of the Fall,0
1995,Best Sound,,The Shawshank Redemption,0
1995,Best Art Direction,Art Direction,The Madness of King George,1
1995,Best Art Direction,Art Direction:,Bullets Over Broadway,0
1995,Best Art Direction,Art Direction:,Forrest Gump,0
1995,Best Art Direction,Art Direction:,Interview with the Vampire,0
1995,Best Art Direction,Art Direction:,Legends of the Fall,0
1995,Best Cinematography,John Toll,Legends of the Fall,1
1995,Best Cinematography,Don Burgess,Forrest Gump,0
1995,Best Cinematography,Roger Deakins,The Shawshank Redemption,0
1995,Best Cinematography,Piotr Sobociński,Red,0
1995,Best Cinematography,Owen Roizman,Wyatt Earp,0
1995,Best Makeup,,Ed Wood,1
1995,Best Makeup,,Forrest Gump,0
