Year,Award,Name 1,Name 2,Won
2018,Best Visual Effects,,Star Wars: The Last Jedi,0
2018,Best Visual Effects,,War for the Planet of the Apes,0
1992,Best Picture,,The Silence of the Lambs,1
1992,Best Picture,Don Hahn,Beauty and the Beast,0
1992,Best Picture,,Bugsy,0
1992,Best Picture,,JFK,0
1992,Best Picture,,The Prince of Tides,0
1992,Best Director,The Silence of the Lambs,Jonathan Demme,1
1992,Best Director,Boyz n the Hood,John Singleton,0
1992,Best Director,Bugsy,Barry Levinson,0
1992,Best Director,JFK,Oliver Stone,0
1992,Best Director,Thelma & Louise,Ridley Scott,0
1992,Best Actor,The Silence of the Lambs,Anthony Hopkins,1
1992,Best Actor,Bugsy,Warren Beatty,0
1992,Best Actor,Cape Fear,Robert De Niro,0
1992,Best Actor,The Prince of Tides,Nick Nolte,0
1992,Best Actor,The Fisher King,Robin Williams,0
1992,Best Actress,The Silence of the Lambs,Jodie Foster,1
1992,Best Actress,Thelma & Louise,Geena Davis,0
1992,Best Actress,Rambling Rose,Laura Dern,0
1992,Best Actress,For the Boys,Bette Midler,0
1992,Best Actress,Thelma & Louise,,0
1992,Best Supporting Actor,City Slickers,Jack Palance,1
1992,Best Supporting Actor,JFK,Tommy Lee Jones,0
1992,Best Supporting Actor,Bugsy,Harvey Keitel,0
1992,Best Supporting Actor,Bugsy,Ben Kingsley,0
1992,Best Supporting Actor,Barton Fink,Michael Lerner,0
1992,Best Supporting Actress,The Fisher King,Mercedes Ruehl,1
1992,Best Supporting Actress,Rambling Rose,Diane Ladd,0
1992,Best Supporting Actress,Cape Fear,Juliette Lewis,0
1992,Best Supporting Actress,The Prince of Tides,Kate Nelligan,0
1992,Best Supporting Actress,Fried Green Tomatoes,,0
1992,Best Screenplay Written Directly for the Screen,Callie Khouri,Thelma & Louise,1
1992,Best Screenplay Written Directly for the Screen,John Singleton,Boyz n the Hood,0
1992,Best Screenplay Written Directly for the Screen,James Toback,Bugsy,0
1992,Best Screenplay Written Directly for the Screen,Richard LaGravenese,The Fisher King,0
1992,Best Screenplay Written Directly for the Screen,,Grand Canyon,0
1992,Best Screenplay Based on Material Previously Produced or Published,Ted Tally,The Silence of the Lambs,1
1992,Best Screenplay Based on Material Previously Produced or Published,Agnieszka Holland,Europa Europa,0
1992,Best Screenplay Based on Material Previously Produced or Published,,Fried Green Tomatoes,0
1992,Best Screenplay Based on Material Previously Produced or Published,,JFK,0
1992,Best Screenplay Based on Material Previously Produced or Published,,The Prince of Tides,0
1992,Best Foreign Language Film,(,Mediterraneo,1
1992,Best Foreign Language Film,(,Children of Nature,0
1992,Best Foreign Language Film,(,The Elementary School,0
1992,Best Foreign Language Film,(,The Ox,0
1992,Best Foreign Language Film,(,Raise the Red Lantern,0
1992,Best Documentary Feature,,In the Shadow of the Stars,1
1992,Best Documentary Feature,,Death on the Job,0
1992,Best Documentary Feature,,Doing Time: Life Inside the Big House,0
1992,Best Documentary Feature,Hava Kohav Beller,The Restless Conscience: Resistance to Hitler Within Germany 1933-1945,0
1992,Best Documentary Feature,,Wild by Law,0
1992,Best Documentary Short Subject,Debra Chasnoff,"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1
1992,Best Documentary Short Subject,aka,Birdnesters of Thailand,0
1992,Best Documentary Short Subject,Immy Humes,A Little Vicious,0
1992,Best Documentary Short Subject,"David McGowan, producer",The Mark of the Maker,0
1992,Best Documentary Short Subject,,Memorial: Letters from American Soldiers,0
1992,Best Live Action Short Film,,Session Man,1
1992,Best Live Action Short Film,,Birch Street Gym,0
1992,Best Live Action Short Film,David M. Massey,Last Breeze of Summer,0
1992,Best Animated Short Film,Daniel Greaves,Manipulation,1
1992,Best Animated Short Film,Christopher Hinton,Blackfly,0
1992,Best Animated Short Film,Wendy Tilby,Strings,0
1992,Best Original Score,Alan Menken,Beauty and the Beast,1
1992,Best Original Score,Ennio Morricone,Bugsy,0
1992,Best Original Score,George Fenton,The Fisher King,0
1992,Best Original Score,John Williams,JFK,0
1992,Best Original Score,James Newton Howard,The Prince of Tides,0
1992,Best Original Song,,Beauty and the Beast,1
1992,Best Original Song,,Beauty and the Beast,0
1992,Best Original Song,,Beauty and the Beast,0
1992,Best Original Song,,Robin Hood: Prince of Thieves,0
1992,Best Original Song,Hook,"""When You're Alone"" from",0
1992,Best Sound,,Terminator 2: Judgment Day,1
1992,Best Sound,,Backdraft,0
1992,Best Sound,,Beauty and the Beast,0
1992,Best Sound,,JFK,0
1992,Best Sound,,The Silence of the Lambs,0
1992,Best Sound Effects Editing,,Terminator 2: Judgment Day,1
1992,Best Sound Effects Editing,,Backdraft,0
1992,Best Sound Effects Editing,,Star Trek VI: The Undiscovered Country,0
1992,Best Art Direction,Art Direction,Bugsy,1
1992,Best Art Direction,Art Direction:,Barton Fink,0
1992,Best Art Direction,Art Direction:,The Fisher King,0
1992,Best Art Direction,Art Direction:,Hook,0
1992,Best Art Direction,Art Direction:,The Prince of Tides,0
1992,Best Makeup,,Terminator 2: Judgment Day,1
1992,Best Makeup,,Hook,0
1992,Best Makeup,,Star Trek VI: The Undiscovered Country,0
1992,Best Costume Design,Albert Wolsky,Bugsy,1
1992,Best Costume Design,Ruth Myers,The Addams Family,0
1992,Best Costume Design,Richard Hornung,Barton Fink,0
1992,Best Costume Design,Anthony Powell,Hook,0
1992,Best Costume Design,Corinne Jorry,Madame Bovary,0
1992,Best Cinematography,Robert Richardson,JFK,1
1992,Best Cinematography,Allen Daviau,Bugsy,0
1992,Best Cinematography,Stephen Goldblatt,The Prince of Tides,0
1992,Best Cinematography,Adam Greenberg,Terminator 2: Judgment Day,0
1992,Best Cinematography,Adrian Biddle,Thelma & Louise,0
1992,Best Film Editing,,JFK,1
1992,Best Film Editing,Gerry Hambling,The Commitments,0
1992,Best Film Editing,Craig McKay,The Silence of the Lambs,0
1992,Best Film Editing,,Terminator 2: Judgment Day,0
1992,Best Film Editing,Thom Noble,Thelma & Louise,0
1992,Best Visual Effects,,Terminator 2: Judgment Day,1
1992,Best Visual Effects,,Backdraft,0
1992,Best Visual Effects,,Hook,0
2006,Best Picture,,Crash,1
2006,Best Picture,,Brokeback Mountain,0
2006,Best Picture,,Capote,0
2006,Best Picture,Grant Heslov,"Good Night, and Good Luck",0
2006,Best Picture,,Munich,0
2006,Best Director,Brokeback Mountain,Ang Lee,1
2006,Best Director,Capote,Bennett Miller,0
2006,Best Director,Crash,Paul Haggis,0
2006,Best Director,"Good Night, and Good Luck",George Clooney,0
2006,Best Director,Munich,Steven Spielberg,0
2006,Best Actor,Capote,Philip Seymour Hoffman,1
2006,Best Actor,Hustle & Flow,Terrence Howard,0
2006,Best Actor,Brokeback Mountain,Heath Ledger,0
2006,Best Actor,Walk the Line,Joaquin Phoenix,0
2006,Best Actor,"Good Night, and Good Luck",David Strathairn,0
2006,Best Actress,Walk the Line,Reese Witherspoon,1
2006,Best Actress,Mrs Henderson Presents,Judi Dench,0
2006,Best Actress,Transamerica,Felicity Huffman,0
2006,Best Actress,Pride & Prejudice,Keira Knightley,0
2006,Best Actress,North Country,Charlize Theron,0
2006,Best Supporting Actor,Syriana,George Clooney,1
2006,Best Supporting Actor,Crash,Matt Dillon,0
2006,Best Supporting Actor,Cinderella Man,Paul Giamatti,0
2006,Best Supporting Actor,Brokeback Mountain,Jake Gyllenhaal,0
2006,Best Supporting Actor,A History of Violence,William Hurt,0
2006,Best Supporting Actress,The Constant Gardener,Rachel Weisz,1
2006,Best Supporting Actress,Junebug,Amy Adams,0
2006,Best Supporting Actress,Capote,Catherine Keener,0
2006,Best Supporting Actress,North Country,,0
2006,Best Supporting Actress,Brokeback Mountain,Michelle Williams,0
2006,Best Original Screenplay,,Crash,1
2006,Best Original Screenplay,,"Good Night, and Good Luck",0
2006,Best Original Screenplay,Woody Allen,Match Point,0
2006,Best Original Screenplay,Noah Baumbach,The Squid and the Whale,0
2006,Best Original Screenplay,Stephen Gaghan,Syriana,0
2006,Best Adapted Screenplay,,Brokeback Mountain,1
2006,Best Adapted Screenplay,Dan Futterman,Capote,0
2006,Best Adapted Screenplay,Jeffrey Caine,The Constant Gardener,0
2006,Best Adapted Screenplay,Josh Olson,A History of Violence,0
2006,Best Adapted Screenplay,,Munich,0
2006,Best Animated Feature Film,,Wallace & Gromit: The Curse of the Were-Rabbit,1
2006,Best Animated Feature Film,Hayao Miyazaki,Howl's Moving Castle,0
2006,Best Animated Feature Film,,Tim Burton's Corpse Bride,0
2006,Best Foreign Language Film,(,Tsotsi,1
2006,Best Foreign Language Film,(,Don't Tell,0
2006,Best Foreign Language Film,(,Joyeux Noël,0
2006,Best Foreign Language Film,(,Paradise Now,0
2006,Best Foreign Language Film,Marc Rothemund,Sophie Scholl   – The Final Days,0
2006,Best Documentary Feature,,March of the Penguins,1
2006,Best Documentary Feature,Hubert Sauper,Darwin's Nightmare,0
2006,Best Documentary Feature,,Enron: The Smartest Guys in the Room,0
2006,Best Documentary Feature,,Murderball,0
2006,Best Documentary Feature,Marshall Curry,Street Fight,0
2006,Best Documentary Short Subject,,A Note of Triumph: The Golden Age of Norman Corwin,1
2006,Best Documentary Short Subject,Dan Krauss,The Death of Kevin Carter: Casualty of the Bang Bang Club,0
2006,Best Documentary Short Subject,,God Sleeps in Rwanda,0
2006,Best Documentary Short Subject,Steven Okazaki,The Mushroom Club,0
2006,Best Live Action Short Film,Martin McDonagh,Six Shooter,1
2006,Best Live Action Short Film,,Cashback,0
2006,Best Live Action Short Film,,The Last Farm,0
2006,Best Live Action Short Film,,Our Time Is Up,0
2006,Best Live Action Short Film,Ulrike Grote,The Runaway,0
2006,Best Animated Short Film,,The Moon and the Son: An Imagined Conversation,1
2006,Best Animated Short Film,Shane Acker,9,0
2006,Best Animated Short Film,Sharon Colman,Badgered,0
2006,Best Animated Short Film,Anthony Lucas,The Mysterious Geographic Explorations of Jasper Morello,0
2006,Best Animated Short Film,,One Man Band,0
2006,Best Original Score,Gustavo Santaolalla,Brokeback Mountain,1
2006,Best Original Score,Alberto Iglesias,The Constant Gardener,0
2006,Best Original Score,John Williams,Memoirs of a Geisha,0
2006,Best Original Score,John Williams,Munich,0
2006,Best Original Score,Dario Marianelli,Pride & Prejudice,0
2006,Best Original Song,,Hustle & Flow,1
2006,Best Original Song,,Crash,0
2006,Best Original Song,,Transamerica,0
2006,Best Sound Editing,,King Kong,1
2006,Best Sound Editing,Wylie Stateman,Memoirs of a Geisha,0
2006,Best Sound Editing,Richard King,War of the Worlds,0
2006,Best Sound Mixing,,King Kong,1
2006,Best Sound Mixing,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0
2006,Best Sound Mixing,,Memoirs of a Geisha,0
2006,Best Sound Mixing,,Walk the Line,0
2006,Best Sound Mixing,,War of the Worlds,0
2006,Best Art Direction,Art Direction,Memoirs of a Geisha,1
2006,Best Art Direction,Art Direction:,"Good Night, and Good Luck",0
2006,Best Art Direction,Art Direction:,Harry Potter and the Goblet of Fire,0
2006,Best Art Direction,Art Direction:,King Kong,0
2006,Best Art Direction,Art Direction:,Pride & Prejudice,0
2006,Best Cinematography,Dion Beebe,Memoirs of a Geisha,1
2006,Best Cinematography,Wally Pfister,Batman Begins,0
2006,Best Cinematography,Rodrigo Prieto,Brokeback Mountain,0
2006,Best Cinematography,Robert Elswit,"Good Night, and Good Luck",0
2006,Best Cinematography,Emmanuel Lubezki,The New World,0
2006,Best Makeup,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1
2006,Best Makeup,,Cinderella Man,0
2006,Best Makeup,,Star Wars: Episode III   – Revenge of the Sith,0
2006,Best Costume Design,Colleen Atwood,Memoirs of a Geisha,1
2006,Best Costume Design,Gabriella Pescucci,Charlie and the Chocolate Factory,0
2006,Best Costume Design,Sandy Powell,Mrs Henderson Presents,0
2006,Best Costume Design,Jacqueline Durran,Pride & Prejudice,0
2006,Best Costume Design,Arianne Phillips,Walk the Line,0
2006,Best Film Editing,Hughes Winborne,Crash,1
2006,Best Film Editing,,Cinderella Man,0
2006,Best Film Editing,Claire Simpson,The Constant Gardener,0
2006,Best Film Editing,Michael Kahn,Munich,0
2006,Best Film Editing,Michael McCusker,Walk the Line,0
2006,Best Visual Effects,,King Kong,1
2006,Best Visual Effects,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0
2006,Best Visual Effects,,War of the Worlds,0
1944,Outstanding Motion Picture,Hal B. Wallis,Casablanca,1
1944,Outstanding Motion Picture,Sam Wood,For Whom the Bell Tolls,0
1944,Outstanding Motion Picture,Ernst Lubitsch,Heaven Can Wait,0
1944,Outstanding Motion Picture,Clarence Brown,The Human Comedy,0
1944,Outstanding Motion Picture,Noël Coward,In Which We Serve,0
1944,Outstanding Motion Picture,Sidney Franklin,Madame Curie,0
1944,Outstanding Motion Picture,George Stevens,The More the Merrier,0
1944,Outstanding Motion Picture,Lamar Trotti,The Ox-Bow Incident,0
1944,Outstanding Motion Picture,William Perlberg,The Song of Bernadette,0
1944,Outstanding Motion Picture,Hal B. Wallis,Watch on the Rhine,0
1944,Best Director,Casablanca,Michael Curtiz,1
1944,Best Director,Heaven Can Wait,Ernst Lubitsch,0
1944,Best Director,The Human Comedy,Clarence Brown,0
1944,Best Director,The More the Merrier,George Stevens,0
1944,Best Director,The Song of Bernadette,Henry King,0
1944,Best Actor,Watch on the Rhine,Paul Lukas,1
1944,Best Actor,Casablanca,Humphrey Bogart,0
1944,Best Actor,For Whom the Bell Tolls,Gary Cooper,0
1944,Best Actor,Madame Curie,Walter Pidgeon,0
1944,Best Actor,The Human Comedy,Mickey Rooney,0
1944,Best Actress,The Song of Bernadette,Jennifer Jones,1
1944,Best Actress,The More the Merrier,Jean Arthur,0
1944,Best Actress,For Whom the Bell Tolls,Ingrid Bergman,0
1944,Best Actress,The Constant Nymph,Joan Fontaine,0
1944,Best Actress,Madame Curie,Greer Garson,0
1944,Best Supporting Actor,The More the Merrier,Charles Coburn,1
1944,Best Supporting Actor,The Song of Bernadette,Charles Bickford,0
1944,Best Supporting Actor,Sahara,J. Carrol Naish,0
1944,Best Supporting Actor,Casablanca,Claude Rains,0
1944,Best Supporting Actor,For Whom the Bell Tolls,Akim Tamiroff,0
1944,Best Supporting Actress,For Whom the Bell Tolls,Katina Paxinou,1
1944,Best Supporting Actress,The Song of Bernadette,Gladys Cooper,0
1944,Best Supporting Actress,So Proudly We Hail!,Paulette Goddard,0
1944,Best Supporting Actress,The Song of Bernadette,Anne Revere,0
1944,Best Supporting Actress,Watch on the Rhine,Lucile Watson,0
1944,Best Original Screenplay,Norman Krasna,Princess O'Rourke,1
1944,Best Original Screenplay,Dudley Nichols,Air Force,0
1944,Best Original Screenplay,Noël Coward,In Which We Serve,0
1944,Best Original Screenplay,Lillian Hellman,The North Star,0
1944,Best Original Screenplay,Allan Scott,So Proudly We Hail!,0
